"generation","p_c","p_b","p_bh","p_f","p_mono","p_polyg","p_polya","RS_mono","RS_poly","run"
34,0.0666666666666667,0,0.0333333333333333,0.433333333333333,0.48,0.188235294117647,0.353846153846154,1.6,2.01379310344828,"2"
35,0.06,0,0.0333333333333333,0.573333333333333,0.48,0.390625,0.13953488372093,1.6,2.01379310344828,"2"
36,0.06,0,0.02,0.466666666666667,0.36,0.25,0.385714285714286,1.33333333333333,2.01360544217687,"2"
37,0.0533333333333333,0,0.04,0.526666666666667,0.44,0.267605633802817,0.316455696202532,1.66666666666667,2.01388888888889,"2"
38,0.0533333333333333,0,0.0266666666666667,0.493333333333333,0.426666666666667,0.328947368421053,0.297297297297297,2,2,"2"
39,0.0466666666666667,0,0.02,0.453333333333333,0.493333333333333,0.182926829268293,0.323529411764706,2.66666666666667,1.98639455782313,"2"
40,0.06,0,0.0333333333333333,0.493333333333333,0.426666666666667,0.355263157894737,0.310810810810811,1.2,2.02758620689655,"2"
41,0.0733333333333333,0,0.0466666666666667,0.513333333333333,0.493333333333333,0.26027397260274,0.233766233766234,2,2,"2"
42,0.0733333333333333,0,0.06,0.52,0.466666666666667,0.305555555555556,0.230769230769231,1.88888888888889,2.00709219858156,"2"
43,0.06,0,0.0333333333333333,0.52,0.426666666666667,0.347222222222222,0.320512820512821,1.4,2.02068965517241,"2"
44,0.0733333333333333,0,0.0533333333333333,0.44,0.466666666666667,0.202380952380952,0.333333333333333,1.125,2.04929577464789,"2"
45,0.04,0,0.0133333333333333,0.486666666666667,0.426666666666667,0.311688311688312,0.301369863013699,1.5,2.00675675675676,"2"
46,0.0466666666666667,0,0.02,0.566666666666667,0.44,0.338461538461538,0.235294117647059,1.66666666666667,2.00680272108844,"2"
47,0.0133333333333333,0,0.0133333333333333,0.486666666666667,0.44,0.25974025974026,0.342465753424658,2.5,1.99324324324324,"2"
48,0.02,0,0.00666666666666667,0.493333333333333,0.56,0.184210526315789,0.22972972972973,3,1.99328859060403,"2"
49,0.02,0,0.02,0.446666666666667,0.48,0.168674698795181,0.298507462686567,1.66666666666667,2.00680272108844,"2"
50,0.0133333333333333,0,0,0.506666666666667,0.466666666666667,0.297297297297297,0.236842105263158,NA,2,"2"
51,0.02,0,0,0.44,0.48,0.19047619047619,0.439393939393939,NA,2,"2"
52,0.0266666666666667,0,0.0133333333333333,0.56,0.386666666666667,0.333333333333333,0.238095238095238,1.5,2.00675675675676,"2"
53,0.0266666666666667,0,0.0133333333333333,0.493333333333333,0.44,0.236842105263158,0.297297297297297,1.5,2.00675675675676,"2"
54,0.02,0,0.0133333333333333,0.433333333333333,0.426666666666667,0.247058823529412,0.430769230769231,2,2,"2"
55,0.0333333333333333,0,0.00666666666666667,0.533333333333333,0.453333333333333,0.342857142857143,0.3125,1,2.00671140939597,"2"
56,0.02,0,0.00666666666666667,0.493333333333333,0.44,0.263157894736842,0.283783783783784,2,2,"2"
57,0.0333333333333333,0,0.0266666666666667,0.54,0.52,0.289855072463768,0.209876543209877,1.75,2.00684931506849,"2"
58,0.0333333333333333,0,0,0.513333333333333,0.373333333333333,0.287671232876712,0.298701298701299,NA,2,"2"
